Cell	Ref1.1	Ref1.10	Ref1.11	Ref1.12	Ref1.13	Ref1.14	Ref1.15	Ref1.16	Ref1.17	Ref1.18	Ref1.19	Ref1.2	Ref1.20	Ref1.21	Ref1.22	Ref1.23	Ref1.24	Ref1.25	Ref1.26	Ref1.27	Ref1.28	Ref1.29	Ref1.3	Ref1.30	Ref1.31	Ref1.32	Ref1.33	Ref1.34	Ref1.35	Ref1.4	Ref1.5	Ref1.6	Ref1.7	Ref1.8	Ref1.9	Ref2.1	Ref2.10	Ref2.11	Ref2.12	Ref2.13	Ref2.14	Ref2.15	Ref2.17	Ref2.18	Ref2.19	Ref2.2	Ref2.20	Ref2.22	Ref2.23	Ref2.24	Ref2.25	Ref2.3	Ref2.4	Ref2.9	Ref2.T0	Ref2.T1	Ref2.T10	Ref2.T11	Ref2.T12	Ref2.T13	Ref2.T14	Ref2.T15	Ref2.T2	Ref2.T3	Ref2.T4	Ref2.T5	Ref2.T7	Ref2.T8	Ref2.T9	Ref3.10	Ref3.16	Ref3.18	Ref3.19	Ref3.2	Ref3.4	Ref3.7	Ref3.8	Ref3.9	Ref4.1	Ref4.10	Ref4.11	Ref4.12	Ref4.13	Ref4.14	Ref4.15	Ref4.16	Ref4.17	Ref4.18	Ref4.19	Ref4.2	Ref4.3	Ref4.4	Ref4.5	Ref4.6	Ref4.7	Ref4.8	Ref4.9	Ref5.tB	Ref5.tDC1	Ref5.tDC2	Ref5.tDC3	Ref5.tMac1	Ref5.tMac2	Ref5.tMac3	Ref5.tMac4	Ref5.tMac5	Ref5.tMac6	Ref5.tMac7	Ref5.tMac8	Ref5.tMac9	Ref5.tMacCycl	Ref5.tMast1	Ref5.tMast2	Ref5.tMono1	Ref5.tMono2	Ref5.tMono3	Ref5.tMonoDC	Ref5.tN1	Ref5.tN2	Ref5.tN3	Ref5.tN4	Ref5.tN5	Ref5.tNK1	Ref5.tNK2	Ref5.tPC1	Ref5.tPC2	Ref5.tPC3	Ref5.tPC4	Ref5.tPC5	Ref5.tPC6	Ref5.tpDC	Ref5.tRBC	Ref5.tT1	Ref5.tT2	Ref5.tT3	Ref5.tT4	Ref5.tT5	Ref5.tT6	Ref5.tT7	Ref6.CD4..CXCL13.	Ref6.CD4..FOXP3.	Ref6.CD4..IL7R.	Ref6.CD4..RGCC.	Ref6.CD4..TRM	Ref6.CD8..mitotic.TRM	Ref6.CD8..TEM	Ref6.CD8..TRM	Ref6.CD8..γδ	Ref7.CD4.C1.CCR7	Ref7.CD4.C2.ANXA1	Ref7.CD4.C3.GNLY	Ref7.CD4.C4.CD69	Ref7.CD4.C5.EOMES	Ref7.CD4.C6.GZMA	Ref7.CD4.C7.CXCL13	Ref7.CD4.C8.FOXP3	Ref7.CD4.C9.CTLA4	Ref7.CD4.iNKT	Ref7.CD4.MAIT	Ref7.CD8.C1.LEF1	Ref7.CD8.C2.CD28	Ref7.CD8.C3.CX3CR1	Ref7.CD8.C4.GZMK	Ref7.CD8.C5.ZNF683	Ref7.CD8.C6.LAYN	Ref7.CD8.C7.SLC4A10	Ref7.DN.diverse	Ref7.DN.MAIT	Ref7.DP.diverse	Ref7.other.diverse	Ref7.other.MAIT
MEGA2_2	0.004	0.008	0.002	0	0.012	0.144	0.032	0.02	0.014	0	0.028	0.002	0.042	0.026	0.012	0.164	0.008	0.024	0.016	0.022	0.032	0.04	0.006	0.026	0.028	0.036	0.034	0.036	0.16	0.002	0.004	0.002	0	0.004	0.01	0.01	0.016	0.006	0.016	0.016	0.042	0.004	0.174	0.1	0.012	0.016	0.094	0.136	0.03	0.002	0.008	0.012	0.022	0.082	0.004	0.004	0.006	0.044	0.002	0	0.002	0.046	0.012	0.018	0.008	0.01	0.016	0.03	0	0.052	0.008	0.05	0.01	0.216	0.368	0.07	0.172	0.054	0.036	0.084	0.144	0.012	0.044	0.066	0.174	0.022	0.062	0.106	0.008	0.026	0.046	0.002	0.052	0.034	0.05	0.01	0.022	0.008	0.004	0.004	0.004	0.044	0.012	0.026	0.032	0.006	0.004	0.002	0.012	0.004	0.004	0.056	0.026	0.038	0.022	0.032	0.036	0.026	0.004	0.03	0.058	0.058	0.028	0.01	0.02	0.006	0.032	0.036	0.004	0.034	0.004	0.098	0.042	0.028	0.024	0.012	0.01	0.038	0.022	0.096	0.178	0.068	0.066	0.194	0.008	0.178	0.108	0.104	0.03	0.024	0.02	0.108	0.028	0.092	0.096	0.046	0.034	0	0.002	0.042	0.042	0.03	0.052	0.074	0.044	0.018	0.102	0	0.004	0.11	0.002
MEGA2_3	0.002	0.002	0.002	0.002	0.024	0.2	0.016	0.016	0.038	0.01	0.026	0.002	0.022	0.004	0.012	0.134	0.004	0.022	0.042	0.014	0.038	0.104	0.008	0.022	0.048	0.036	0.032	0.044	0.06	0	0	0.006	0.004	0.002	0.002	0.052	0	0.002	0.076	0.01	0.018	0.002	0.128	0.126	0.002	0.004	0.014	0.21	0.012	0	0.004	0.008	0.01	0.062	0.004	0.004	0.03	0.058	0.006	0.004	0	0.008	0.04	0.066	0.002	0.02	0.006	0.012	0	0.088	0.002	0.25	0.082	0.052	0.23	0.08	0.156	0.06	0.026	0.102	0.076	0.032	0.162	0.078	0.046	0.054	0.074	0.102	0.012	0.028	0.028	0.012	0.036	0.034	0.054	0.014	0.03	0.002	0	0.006	0.002	0.166	0.036	0.024	0.03	0.004	0.012	0.008	0.01	0.004	0.016	0.06	0.026	0.048	0.058	0.046	0.044	0	0	0.002	0.008	0.022	0.026	0.018	0.048	0.004	0.052	0.05	0.02	0.05	0.01	0.002	0.016	0.01	0.024	0.008	0	0.016	0.012	0.032	0.078	0.038	0.064	0.206	0.052	0.156	0.222	0.152	0	0.008	0.09	0.02	0.018	0.034	0.026	0.012	0.02	0.002	0.002	0.008	0.078	0.166	0.074	0.148	0.068	0.054	0.048	0.004	0.002	0.116	0.002
MEGA2_4	0.006	0.016	0.002	0.004	0.02	0.136	0.06	0.026	0.03	0.008	0.068	0	0.088	0.068	0.032	0.036	0.006	0.012	0.014	0.014	0.042	0.04	0.004	0.018	0.042	0.034	0.006	0.052	0.068	0.004	0.002	0.01	0.002	0.016	0.014	0.084	0.004	0.002	0.092	0.014	0.004	0	0.068	0.188	0.006	0.002	0.012	0.162	0	0	0.004	0.004	0.006	0.012	0.006	0.002	0.044	0.06	0.008	0.022	0.002	0.016	0.044	0.1	0	0.018	0	0.014	0	0.026	0.01	0.076	0.002	0.156	0.198	0.028	0.31	0.194	0.018	0.028	0.04	0.026	0.04	0.042	0.03	0.016	0.218	0.062	0.012	0.01	0.012	0.018	0.13	0.026	0.24	0.022	0.01	0.012	0	0.004	0.008	0.074	0.042	0.03	0.024	0.004	0.01	0.006	0.026	0.006	0.016	0.046	0.008	0.068	0.034	0.046	0.072	0.008	0	0.01	0.014	0.008	0.06	0.026	0.022	0.006	0.038	0.028	0.008	0.028	0.012	0	0.036	0.016	0.05	0.016	0.004	0.038	0.036	0.01	0.034	0.032	0.06	0.172	0.008	0.192	0.396	0.096	0.002	0.002	0.138	0.03	0.016	0.016	0.012	0.002	0.01	0.01	0.004	0.01	0.064	0.302	0.046	0.108	0.038	0.036	0.044	0.012	0.004	0.086	0.008
MEGA2_5	0	0.004	0.002	0.004	0.016	0.07	0.026	0.018	0.032	0.002	0.042	0.002	0.05	0.02	0.014	0.004	0.002	0.006	0.022	0.026	0.036	0.154	0.006	0.144	0.09	0.054	0.004	0.052	0.072	0.004	0.004	0.004	0	0.01	0.004	0.104	0.01	0.002	0.082	0.008	0.006	0.002	0.106	0.402	0	0.018	0.006	0.038	0.004	0.002	0	0.01	0.008	0.046	0	0	0.01	0.042	0.004	0.014	0	0	0.01	0.048	0	0.012	0.002	0.002	0.002	0.104	0.002	0.15	0.012	0.098	0.258	0.024	0.226	0.126	0.016	0.026	0.048	0.026	0.038	0.016	0.01	0.094	0.258	0.06	0.01	0.086	0.048	0.022	0.052	0.038	0.098	0.016	0.038	0.006	0	0.004	0.004	0.16	0.04	0.026	0.028	0.004	0.01	0.01	0.024	0	0.036	0.022	0.01	0.046	0.07	0.066	0.04	0.03	0.002	0.01	0.024	0.018	0.058	0.024	0.022	0.008	0.03	0.016	0.012	0.022	0.016	0.006	0.022	0.004	0.016	0.012	0.004	0.028	0.01	0.016	0.01	0.016	0.044	0.096	0.014	0.196	0.516	0.092	0.004	0.004	0.058	0.012	0.01	0.026	0.012	0.002	0.008	0	0.002	0.002	0.048	0.312	0.106	0.134	0.112	0.01	0.024	0.004	0	0.11	0
MEGA2_6	0	0.01	0.002	0.008	0.01	0.034	0.018	0.034	0.04	0.008	0.036	0.002	0.034	0.028	0.03	0	0.004	0.01	0.036	0.024	0.108	0.172	0.004	0.096	0.096	0.038	0	0.034	0.042	0.008	0.004	0.002	0	0.004	0.024	0.074	0.01	0	0.06	0.004	0	0.004	0.05	0.536	0	0.008	0	0.028	0	0.004	0	0.018	0.006	0.016	0	0	0.016	0.012	0.004	0.004	0	0	0.034	0.1	0	0.004	0.004	0	0.004	0.042	0.002	0.212	0.008	0.064	0.302	0.042	0.178	0.15	0.016	0.024	0.014	0.024	0.042	0.018	0.002	0.06	0.31	0.03	0.008	0.034	0.024	0.026	0.034	0.04	0.256	0.028	0.01	0.002	0.004	0.008	0.006	0.12	0.038	0.016	0.012	0	0.014	0.014	0.02	0.002	0.036	0.024	0.008	0.064	0.052	0.044	0.076	0.008	0	0	0.012	0.006	0.066	0.034	0.018	0.014	0.016	0.028	0.01	0.032	0.028	0.002	0.028	0.008	0.036	0.008	0.002	0.042	0.042	0.008	0.028	0.034	0.012	0.146	0.01	0.238	0.44	0.084	0	0.002	0.094	0.012	0.006	0.02	0.006	0	0.006	0	0	0.008	0.048	0.35	0.096	0.132	0.08	0.018	0.038	0	0	0.084	0
MEGA2_7	0.002	0.006	0.004	0.006	0.028	0.032	0.014	0.016	0.024	0.002	0.028	0.002	0.026	0.012	0.018	0.018	0.008	0.024	0.038	0.02	0.05	0.09	0.002	0.126	0.044	0.038	0.024	0.016	0.248	0.008	0.004	0.002	0.004	0.008	0.008	0.012	0.032	0.006	0.008	0.022	0.032	0.028	0.118	0.184	0.028	0.07	0.068	0.03	0.008	0.02	0.004	0.044	0.062	0.136	0.002	0.004	0.01	0.018	0	0.002	0.002	0.008	0.012	0.006	0.004	0.008	0.006	0.006	0	0.054	0.008	0.158	0.016	0.086	0.412	0.116	0.098	0.052	0.032	0.11	0.18	0.01	0.094	0.05	0.094	0.09	0.038	0.092	0.012	0.05	0.05	0.012	0.014	0.008	0.024	0.004	0.036	0.004	0.002	0	0	0.078	0.022	0.034	0.024	0.004	0.01	0.006	0.02	0	0.014	0.036	0.012	0.046	0.026	0.056	0.028	0.03	0.002	0.048	0.084	0.082	0.014	0.008	0.024	0.004	0.01	0.02	0.008	0.058	0.012	0.11	0.02	0.012	0.016	0.002	0.004	0.006	0.004	0.14	0.11	0.082	0.02	0.098	0.014	0.212	0.088	0.236	0.018	0.032	0.02	0.106	0.026	0.088	0.056	0.028	0.034	0	0.002	0.028	0.04	0.06	0.056	0.096	0.05	0.022	0.108	0	0	0.13	0
GMP_4	0	0.004	0.002	0.006	0.014	0.002	0.018	0.024	0.006	0.006	0.002	0.002	0.006	0.004	0.046	0	0.002	0.002	0.006	0.114	0.128	0.272	0.01	0.05	0.064	0.008	0	0.122	0.006	0.01	0.008	0.002	0.002	0.032	0.02	0.004	0.054	0.014	0.008	0.032	0.248	0.03	0.004	0.108	0.01	0.152	0.002	0.004	0	0.002	0	0.134	0.03	0.11	0.002	0	0.004	0	0.002	0	0	0.002	0.004	0	0.012	0.006	0.014	0.008	0	0.152	0.044	0.044	0.002	0.048	0.598	0.072	0.026	0.014	0.03	0	0.002	0.076	0.026	0	0.004	0.136	0.008	0.04	0.046	0.088	0.036	0.076	0.026	0.022	0.018	0.022	0.344	0.062	0.036	0.05	0.014	0.048	0.064	0.026	0.014	0.006	0.016	0.018	0.032	0.008	0.056	0.006	0	0.06	0.032	0.012	0.318	0.004	0	0.004	0	0	0.006	0.006	0.006	0.004	0.012	0.006	0	0.004	0.036	0.002	0.006	0.002	0.002	0.006	0	0.004	0.012	0.274	0.156	0.112	0.04	0.128	0.002	0.112	0.064	0.112	0.006	0.024	0.072	0.052	0.038	0.108	0.044	0.048	0.03	0	0.002	0.012	0.048	0.07	0.072	0.11	0.072	0.022	0.084	0.002	0.004	0.078	0.002
GMP_5	0.004	0.01	0	0.022	0.018	0.028	0.012	0.018	0.014	0.004	0.11	0	0.062	0.028	0.036	0	0.004	0.008	0.02	0.06	0.134	0.082	0	0.048	0.052	0.036	0.002	0.128	0.01	0.014	0.002	0.004	0.006	0.012	0.012	0.246	0.002	0.008	0.07	0.002	0.044	0.008	0.032	0.222	0	0.016	0.002	0.034	0	0.002	0.002	0.006	0.014	0.02	0	0	0.008	0.008	0.002	0.016	0	0	0.066	0.148	0	0.016	0.004	0.002	0	0.108	0.004	0.072	0.036	0.072	0.356	0.022	0.114	0.216	0.008	0.004	0.016	0.032	0.012	0.008	0.004	0.054	0.534	0.01	0.014	0.022	0.026	0.014	0.022	0.006	0.162	0.008	0.044	0.014	0.01	0.034	0.006	0.088	0.058	0.01	0.008	0	0.008	0.01	0.02	0.002	0.038	0.01	0	0.05	0.052	0.022	0.206	0.002	0	0.004	0.006	0.004	0.064	0.032	0.016	0	0.008	0.008	0.004	0.012	0.052	0	0.028	0.006	0.014	0.008	0.004	0.052	0.03	0.012	0.016	0.016	0.024	0.09	0.01	0.132	0.638	0.062	0	0	0.09	0.006	0.004	0.012	0.004	0	0.004	0	0.008	0.002	0.014	0.502	0.086	0.088	0.078	0.01	0.022	0	0	0.068	0.002
GMP_7	0	0.004	0	0.002	0	0.006	0.004	0.002	0.002	0	0.004	0	0.004	0	0	0.012	0.002	0	0	0.01	0.002	0.074	0	0.226	0.428	0.158	0.002	0.032	0.014	0.002	0	0.002	0.004	0.002	0.002	0.004	0.116	0	0	0	0.01	0.044	0	0.068	0.002	0.126	0.004	0.004	0	0.002	0	0.134	0.14	0.342	0	0	0.002	0	0	0	0	0	0	0	0.002	0	0	0	0	0.322	0.004	0.004	0.004	0.024	0.602	0.002	0.012	0.026	0.026	0.01	0.04	0.048	0.04	0.018	0.03	0.112	0.03	0.05	0.02	0.21	0.154	0.012	0.04	0.018	0.028	0.004	0.11	0	0.002	0.008	0.002	0.128	0.116	0.052	0.028	0.01	0.022	0.028	0.072	0.016	0.01	0.012	0.002	0.216	0.074	0.074	0.092	0.006	0.006	0.006	0.006	0.008	0	0	0.002	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.072	0.206	0.11	0.076	0.124	0.01	0.148	0.1	0.154	0.014	0.048	0.06	0.086	0.018	0.15	0.036	0.034	0.046	0	0.014	0.02	0.02	0.106	0.034	0.052	0.022	0.02	0.126	0	0.002	0.092	0
GMP_9	0.002	0.02	0.018	0.082	0.068	0.038	0.048	0.102	0.094	0.166	0.004	0.004	0.004	0.008	0.012	0	0.006	0.004	0.01	0.022	0.112	0.04	0.01	0.014	0.002	0.004	0.002	0.006	0.018	0.004	0.004	0.002	0.014	0.026	0.03	0.016	0.022	0.014	0.018	0.038	0.044	0.012	0.062	0.018	0.012	0.03	0.086	0.008	0.006	0	0.194	0.024	0.018	0.018	0.092	0.032	0.014	0.008	0.004	0	0.004	0.046	0.014	0.002	0.04	0.008	0.028	0.05	0.018	0.032	0.006	0.214	0.018	0.094	0.236	0.344	0.022	0.034	0.03	0.014	0.014	0.134	0.458	0.004	0.002	0.134	0.004	0.012	0.022	0.008	0.002	0.008	0.044	0.044	0.014	0.032	0.02	0.012	0.006	0.004	0.004	0.022	0.002	0.002	0.002	0	0.002	0	0	0.002	0.012	0.318	0.1	0.014	0.01	0.016	0.012	0	0	0	0.004	0.004	0.016	0.02	0.044	0.022	0.076	0.032	0.008	0.018	0.022	0	0.026	0.034	0.048	0.03	0.002	0.04	0.014	0.296	0.108	0.166	0.02	0.152	0.006	0.104	0.03	0.118	0.064	0.068	0.024	0.116	0.014	0.08	0.066	0.044	0.036	0	0	0.058	0.02	0.012	0.024	0.054	0.026	0.01	0.198	0	0.002	0.076	0.008
GRAN1_2	0.072	0.022	0.014	0.012	0.01	0.006	0	0.002	0.01	0.002	0.024	0.022	0.048	0.062	0.474	0	0.012	0	0	0.008	0.018	0.012	0.022	0.002	0.008	0	0	0.028	0.004	0.038	0.022	0.008	0.008	0.01	0.02	0.008	0	0.026	0.034	0.03	0.002	0	0.012	0.016	0.002	0	0.008	0.014	0.002	0	0	0	0	0	0.076	0.038	0.028	0.038	0.08	0.026	0.042	0.038	0.066	0.054	0.058	0.08	0.146	0.02	0.056	0.016	0.104	0.052	0.002	0.314	0.082	0.04	0.23	0.16	0.062	0	0.006	0.022	0.004	0.006	0	0	0.048	0.028	0.012	0.002	0.002	0.308	0.142	0.104	0.156	0.096	0.002	0.334	0.012	0.03	0.016	0.014	0.014	0.004	0.002	0	0.002	0.01	0.012	0	0.01	0.024	0	0.004	0.008	0.004	0.07	0	0.002	0	0	0	0.042	0.012	0.006	0.004	0.014	0.012	0.006	0.02	0.078	0	0.026	0.052	0.052	0.03	0.008	0.022	0.044	0.048	0.07	0.054	0.032	0.146	0.03	0.226	0.268	0.126	0.022	0.048	0.064	0.058	0.024	0.012	0.012	0.016	0.01	0.002	0.002	0.034	0.128	0.084	0.088	0.106	0.038	0.046	0.05	0.014	0.018	0.096	0.028
GRAN1_3	0.044	0.024	0.006	0.008	0.004	0.008	0.002	0.016	0	0.008	0.03	0.036	0.068	0.084	0.378	0	0.03	0.002	0	0.018	0.014	0.016	0.018	0.01	0.012	0.008	0	0.034	0	0.038	0.03	0.016	0.004	0.024	0.01	0.002	0.004	0.068	0.016	0.056	0.002	0	0.008	0.014	0	0.002	0.018	0.02	0.012	0.002	0	0.002	0.002	0.002	0.06	0.092	0.016	0.016	0.086	0.024	0.06	0.026	0.028	0.03	0.048	0.08	0.098	0.02	0.086	0.03	0.13	0.044	0.002	0.282	0.106	0.048	0.244	0.114	0.034	0	0	0.032	0.006	0.006	0	0.006	0.042	0.022	0.014	0.002	0.002	0.326	0.134	0.106	0.156	0.104	0.008	0.282	0.038	0.052	0.028	0.022	0.006	0.004	0.002	0	0	0.004	0.018	0.006	0.016	0.012	0	0.02	0.01	0	0.096	0.002	0	0	0	0	0.03	0.012	0	0.004	0.014	0.008	0	0.002	0.058	0	0.05	0.092	0.054	0.022	0.012	0.008	0.016	0.07	0.056	0.112	0.092	0.176	0.034	0.182	0.166	0.112	0.028	0.042	0.046	0.09	0.034	0.02	0.012	0.024	0.008	0.014	0.024	0.044	0.096	0.038	0.058	0.084	0.03	0.078	0.058	0.026	0.03	0.08	0.036
GRAN1_4	0.018	0.006	0.008	0.008	0.022	0.022	0.016	0.032	0.09	0.006	0.026	0.002	0.074	0.054	0.016	0	0.028	0.04	0.076	0.038	0.064	0.05	0.01	0.004	0.012	0.004	0.002	0.012	0.026	0.03	0.01	0.152	0.004	0.03	0.008	0.004	0.002	0.002	0.034	0.01	0.006	0.004	0.118	0.064	0	0.002	0.012	0.01	0.052	0	0.002	0.002	0.004	0.006	0.03	0.002	0.052	0.094	0.038	0.038	0.002	0.108	0.034	0.04	0.006	0.082	0.068	0.06	0.012	0.07	0.022	0.364	0.046	0.138	0.084	0.184	0.06	0.032	0.024	0.042	0.03	0.03	0.208	0.052	0.002	0.012	0.032	0.134	0.012	0.016	0.004	0.016	0.13	0.048	0.178	0.024	0.006	0.016	0	0.004	0.004	0.042	0.026	0.022	0.01	0.006	0.002	0.008	0.012	0	0.036	0.014	0.004	0.016	0.018	0.006	0.028	0.002	0	0	0	0	0.022	0.022	0.058	0.01	0.068	0.056	0.01	0.054	0.01	0	0.094	0.014	0.11	0.014	0.014	0.064	0.104	0.056	0.142	0.044	0.024	0.138	0.234	0.1	0.184	0.078	0.008	0.024	0.038	0.054	0.064	0.04	0.04	0.028	0.034	0	0	0.008	0.076	0.04	0.086	0.122	0.13	0.06	0.054	0	0	0.094	0
GRAN1_5	0.02	0.008	0.006	0.014	0.018	0.01	0.004	0.014	0.016	0.006	0	0.006	0.016	0.012	0.104	0	0.074	0	0.004	0.12	0.126	0.076	0.016	0.016	0.022	0.012	0	0.072	0.014	0.04	0.034	0.042	0.016	0.048	0.014	0.006	0.038	0.048	0.002	0.106	0.034	0.004	0.014	0.224	0.008	0.044	0.008	0.008	0	0	0	0.046	0.006	0.014	0.078	0.026	0.016	0.006	0.006	0.008	0.02	0.022	0.008	0.008	0.054	0.03	0.058	0.028	0.022	0.18	0.098	0.16	0.034	0.096	0.242	0.122	0.054	0.014	0.058	0.002	0.006	0.064	0.006	0.016	0.004	0.026	0.008	0.056	0.03	0.014	0.016	0.416	0.08	0.048	0.032	0.03	0.088	0.244	0.05	0.06	0.014	0.03	0.03	0.006	0.004	0.002	0	0.004	0.02	0.002	0.028	0.022	0	0.028	0.01	0.004	0.194	0	0	0.002	0	0.002	0.012	0.002	0.004	0.016	0.01	0.012	0	0.006	0.084	0	0.022	0.016	0.014	0.01	0.006	0.002	0.028	0.094	0.134	0.07	0.058	0.104	0.192	0.156	0.138	0.054	0.01	0.062	0.034	0.076	0.044	0.058	0.06	0.044	0.022	0	0.02	0.024	0.044	0.036	0.084	0.092	0.042	0.028	0.08	0.026	0.016	0.084	0.014
GRAN1_6	0.034	0.008	0.006	0.02	0.02	0.004	0.004	0.014	0.016	0.004	0.02	0.01	0.028	0.036	0.092	0	0.03	0.002	0.012	0.022	0.08	0.198	0.026	0.088	0.056	0.008	0.002	0.03	0.01	0.042	0.022	0.02	0.01	0.018	0.008	0.002	0.022	0.002	0.014	0.02	0.002	0.012	0.002	0.33	0.002	0.064	0.002	0.03	0.01	0	0	0.032	0.006	0.018	0.066	0.016	0.018	0.018	0.044	0.016	0.004	0.018	0.03	0.02	0.022	0.046	0.068	0.012	0.032	0.078	0.054	0.168	0.034	0.13	0.36	0.064	0.068	0.044	0.04	0.002	0.008	0.056	0.02	0.008	0.004	0.086	0.032	0.042	0.02	0.058	0.02	0.086	0.14	0.094	0.158	0.098	0.028	0.09	0.016	0.022	0.018	0.052	0.036	0.006	0.014	0.002	0.004	0.006	0.024	0.004	0.04	0.018	0.002	0.046	0.03	0.024	0.134	0.002	0.002	0	0.002	0	0.038	0.006	0.02	0.01	0.02	0.03	0.006	0.024	0.066	0	0.03	0.024	0.054	0.012	0.006	0.028	0.032	0.056	0.108	0.122	0.048	0.138	0.036	0.196	0.13	0.166	0.01	0.058	0.058	0.11	0.038	0.034	0.018	0.026	0.018	0.002	0.006	0.028	0.118	0.038	0.072	0.128	0.036	0.028	0.054	0	0.002	0.102	0.016
GRAN2_2	0.008	0.004	0	0.006	0.004	0.006	0.002	0.004	0	0	0.052	0.006	0.04	0.016	0.084	0	0.01	0	0	0.032	0.026	0.064	0.01	0.178	0.254	0.092	0	0.072	0	0.014	0.006	0.004	0.002	0.004	0	0.064	0.048	0.004	0.046	0.01	0.002	0.016	0.01	0.348	0	0.054	0	0.016	0	0	0	0.07	0.012	0.096	0.002	0	0.018	0.008	0.004	0.024	0	0.002	0.068	0.07	0	0.004	0.004	0	0	0.118	0.02	0.054	0.004	0.102	0.39	0.046	0.09	0.176	0.02	0	0.004	0.01	0.01	0.004	0.004	0.034	0.308	0.024	0.018	0.16	0.054	0.07	0.018	0.012	0.188	0.014	0.048	0.044	0.004	0.018	0.01	0.052	0.126	0.02	0.012	0.004	0.01	0.012	0.062	0.008	0.04	0.004	0	0.126	0.06	0.034	0.208	0.002	0	0.002	0.002	0	0.022	0.006	0	0.002	0.006	0.008	0	0.006	0.034	0	0.006	0.008	0.01	0	0	0.01	0.022	0.008	0.016	0.022	0.028	0.126	0.04	0.166	0.484	0.11	0	0	0.07	0.01	0.012	0.012	0.004	0.004	0.004	0	0.01	0.002	0.04	0.368	0.068	0.122	0.072	0.02	0.016	0.002	0	0.162	0.002
GRAN2_4	0	0.002	0	0	0	0.004	0.002	0	0.004	0	0.002	0	0	0	0.002	0	0.004	0	0	0.002	0	0.026	0	0.45	0.374	0.112	0.002	0.012	0.002	0	0	0	0	0	0	0.002	0.118	0	0	0.002	0.004	0.212	0	0.038	0	0.22	0.002	0.002	0	0.004	0	0.134	0.1	0.158	0	0	0	0	0.002	0	0	0	0	0	0	0	0.002	0	0	0.29	0.002	0.032	0.038	0.018	0.588	0.002	0.012	0.018	0.006	0.006	0.008	0.014	0.014	0.012	0.004	0.04	0.016	0.026	0.014	0.522	0.202	0.012	0.024	0.014	0.018	0.006	0.042	0	0.002	0	0	0.218	0.208	0.11	0.064	0.014	0.018	0.036	0.026	0.008	0.016	0.006	0	0.086	0.026	0.098	0.028	0	0.008	0.004	0.006	0.006	0	0	0	0	0.002	0.002	0	0	0.002	0	0	0	0.002	0.002	0	0	0.002	0.114	0.204	0.13	0.106	0.192	0.006	0.11	0.05	0.088	0.008	0.064	0.038	0.072	0.028	0.134	0.046	0.036	0.06	0.004	0.022	0.014	0.042	0.068	0.026	0.076	0.03	0.028	0.084	0.006	0.006	0.106	0.002
GRAN2_5	0	0	0	0	0	0.01	0.002	0.002	0.004	0	0.002	0	0	0	0.002	0.002	0.006	0	0	0.006	0.004	0.024	0	0.444	0.324	0.13	0	0.036	0	0	0	0.002	0	0	0	0	0.13	0	0	0	0.006	0.056	0	0.04	0.002	0.292	0	0	0	0.002	0	0.194	0.088	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162	0.002	0.022	0.002	0.016	0.776	0.004	0.004	0.012	0.01	0	0.002	0.018	0.01	0.014	0.002	0.038	0.018	0.016	0.014	0.568	0.178	0.008	0.024	0.004	0.008	0.01	0.058	0	0	0.004	0	0.142	0.304	0.124	0.048	0.03	0.026	0.064	0.026	0.012	0.028	0.006	0	0.064	0.026	0.05	0.032	0	0.002	0	0.004	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0.002	0	0.116	0.21	0.116	0.094	0.216	0.006	0.086	0.042	0.114	0.004	0.064	0.052	0.086	0.026	0.128	0.03	0.046	0.066	0	0.01	0.016	0.02	0.068	0.028	0.088	0.028	0.02	0.092	0.012	0.002	0.114	0
GRAN2_6	0	0	0	0.002	0	0.01	0	0.002	0.002	0	0	0	0	0	0.006	0	0.004	0	0	0.006	0.002	0.052	0	0.444	0.318	0.126	0	0.016	0	0.002	0	0	0.004	0.002	0.002	0.004	0.156	0	0.002	0	0.01	0.072	0.002	0.094	0	0.204	0	0	0	0.002	0	0.174	0.09	0.18	0.002	0	0	0	0.002	0	0	0	0	0	0	0.002	0.002	0.002	0	0.144	0.004	0.024	0.002	0.052	0.732	0.006	0.01	0.026	0.008	0.004	0.006	0.016	0.004	0.012	0.002	0.032	0.016	0.016	0.01	0.564	0.176	0.01	0.034	0.014	0.018	0.008	0.05	0	0.002	0.004	0	0.158	0.27	0.126	0.064	0.018	0.018	0.078	0.02	0.01	0.022	0.008	0	0.05	0.038	0.052	0.046	0.006	0	0	0.004	0.002	0	0	0	0	0	0	0	0.002	0	0	0	0	0.002	0	0	0	0	0.068	0.146	0.1	0.09	0.294	0.006	0.122	0.078	0.096	0.006	0.066	0.056	0.068	0.024	0.076	0.028	0.026	0.036	0	0.01	0.014	0.042	0.1	0.046	0.092	0.06	0.022	0.096	0	0.002	0.128	0.002
